 mod L/Lsol Teff t (year) Reff/Rsol k2conv k2rad Mrad/Msol Rrad/Reff
    1   7.198630 3807.0  1.4884355E+03  6.1797  0.1805  0.0000  0.0000000  0.0000E+000
    2   6.894927 3806.0  3.3489798E+03  6.0493  0.0000  0.1809  0.5000000  1.6483E-001
    3   6.596547 3811.0  5.6746602E+03  5.9020  0.1814  0.0000  0.0000000  0.0000E+000
    4   6.255626 3814.0  8.5817607E+03  5.7387  0.1820  0.0000  0.0000000  0.0000E+000
    5   5.892223 3818.0  1.2215636E+04  5.5597  0.1826  0.0000  0.0000000  0.0000E+000
    6   5.501644 3819.0  1.6757981E+04  5.3668  0.1833  0.0000  0.0000000  0.0000E+000
    7   5.101602 3822.0  2.2435911E+04  5.1619  0.1840  0.0000  0.0000000  0.0000E+000
    8   4.703788 3825.0  2.9533325E+04  4.9470  0.1848  0.0000  0.0000000  0.0000E+000
    9   4.301525 3828.0  3.8405091E+04  4.7250  0.1856  0.0000  0.0000000  0.0000E+000
   10   3.921480 3828.0  4.8776989E+04  4.5098  0.1864  0.0000  0.0000000  0.0000E+000
   11   3.578021 3830.0  6.0728027E+04  4.3039  0.1872  0.0000  0.0000000  0.0000E+000
   12   3.251025 3828.0  7.4466397E+04  4.1080  0.1880  0.0000  0.0000000  0.0000E+000
   13   2.957804 3826.0  9.0313682E+04  3.9208  0.1888  0.0000  0.0000000  0.0000E+000
   14   2.686098 3823.0  1.0858747E+05  3.7423  0.1896  0.0000  0.0000000  0.0000E+000
   15   2.429354 3816.0  1.2969519E+05  3.5724  0.1903  0.0000  0.0000000  0.0000E+000
   16   2.203455 3812.0  1.5418726E+05  3.4096  0.1910  0.0000  0.0000000  0.0000E+000
   17   1.988046 3803.0  1.8248565E+05  3.2551  0.1917  0.0000  0.0000000  0.0000E+000
   18   1.800381 3796.0  2.1540459E+05  3.1081  0.1924  0.0000  0.0000000  0.0000E+000
   19   1.737513 3792.0  2.5264905E+05  3.0595  0.1926  0.0000  0.0000000  0.0000E+000
   20   1.727539 3792.0  2.7648550E+05  3.0511  0.1927  0.0000  0.0000000  0.0000E+000
   21   1.724228 3792.0  3.0581608E+05  3.0482  0.1927  0.0000  0.0000000  0.0000E+000
   22   1.721951 3792.0  3.3477928E+05  3.0461  0.1927  0.0000  0.0000000  0.0000E+000
   23   1.719824 3792.0  3.6348233E+05  3.0443  0.1927  0.0000  0.0000000  0.0000E+000
   24   1.717484 3792.0  3.9195287E+05  3.0424  0.1927  0.0000  0.0000000  0.0000E+000
   25   1.714979 3792.0  4.2031983E+05  3.0403  0.1928  0.0000  0.0000000  0.0000E+000
   26   1.712282 3792.0  4.4842657E+05  3.0380  0.1928  0.0000  0.0000000  0.0000E+000
   27   1.709431 3792.0  4.7625472E+05  3.0356  0.1928  0.0000  0.0000000  0.0000E+000
   28   1.706396 3792.0  5.0378279E+05  3.0330  0.1928  0.0000  0.0000000  0.0000E+000
   29   1.703070 3792.0  5.3100229E+05  3.0302  0.1928  0.0000  0.0000000  0.0000E+000
   30   1.699499 3791.0  5.5788625E+05  3.0272  0.1928  0.0000  0.0000000  0.0000E+000
   31   1.695565 3791.0  5.8441391E+05  3.0239  0.1928  0.0000  0.0000000  0.0000E+000
   32   1.691421 3791.0  6.1055932E+05  3.0203  0.1928  0.0000  0.0000000  0.0000E+000
   33   1.686456 3791.0  6.3641552E+05  3.0164  0.1929  0.0000  0.0000000  0.0000E+000
   34   1.680951 3790.0  6.6182701E+05  3.0122  0.1929  0.0000  0.0000000  0.0000E+000
   35   1.677255 3791.0  6.8676801E+05  3.0075  0.1929  0.0000  0.0000000  0.0000E+000
   36   1.666619 3788.0  7.1119480E+05  3.0026  0.1929  0.0000  0.0000000  0.0000E+000
   37   1.659229 3788.0  7.3508167E+05  2.9970  0.1930  0.0000  0.0000000  0.0000E+000
   38   1.651909 3787.0  7.5849396E+05  2.9907  0.1930  0.0000  0.0000000  0.0000E+000
   39   1.644006 3787.0  7.8126403E+05  2.9838  0.1930  0.0000  0.0000000  0.0000E+000
   40   1.634870 3787.0  8.0334143E+05  2.9762  0.1931  0.0000  0.0000000  0.0000E+000
   41   1.625152 3787.0  8.2477535E+05  2.9676  0.1931  0.0000  0.0000000  0.0000E+000
   42   1.613793 3786.0  8.4540268E+05  2.9581  0.1931  0.0000  0.0000000  0.0000E+000
   43   1.601933 3786.0  8.6525600E+05  2.9476  0.1932  0.0000  0.0000000  0.0000E+000
   44   1.589179 3786.0  8.8418241E+05  2.9357  0.1933  0.0000  0.0000000  0.0000E+000
   45   1.568984 3782.0  9.0220388E+05  2.9230  0.1933  0.0000  0.0000000  0.0000E+000
   46   1.552689 3781.0  9.1921500E+05  2.9088  0.1934  0.0000  0.0000000  0.0000E+000
   47   1.534870 3781.0  9.3524576E+05  2.8933  0.1935  0.0000  0.0000000  0.0000E+000
   48   1.516029 3780.0  9.5017601E+05  2.8766  0.1935  0.0000  0.0000000  0.0000E+000
   49   1.486629 3775.0  9.6755527E+05  2.8557  0.1936  0.0000  0.0000000  0.0000E+000
   50   1.466344 3775.0  9.8024970E+05  2.8366  0.1938  0.0000  0.0000000  0.0000E+000
   51   1.444564 3774.0  9.9192557E+05  2.8169  0.1938  0.0000  0.0000000  0.0000E+000
   52   1.422769 3773.0  1.0026241E+06  2.7971  0.1939  0.0000  0.0000000  0.0000E+000
   53   1.402816 3773.0  1.0124080E+06  2.7774  0.1940  0.0000  0.0000000  0.0000E+000
   54   1.375446 3767.0  1.0213553E+06  2.7582  0.1941  0.0000  0.0000000  0.0000E+000
   55   1.355693 3766.0  1.0295540E+06  2.7396  0.1942  0.0000  0.0000000  0.0000E+000
   56   1.338975 3766.0  1.0361130E+06  2.7241  0.1943  0.0000  0.0000000  0.0000E+000
   57   1.325301 3765.0  1.0413601E+06  2.7113  0.1944  0.0000  0.0000000  0.0000E+000
   58   1.308469 3764.0  1.0479191E+06  2.6953  0.1945  0.0000  0.0000000  0.0000E+000
   59   1.279412 3759.0  1.0575343E+06  2.6723  0.1946  0.0000  0.0000000  0.0000E+000
   60   1.263411 3758.0  1.0636881E+06  2.6573  0.1947  0.0000  0.0000000  0.0000E+000
   61   1.250260 3757.0  1.0688406E+06  2.6447  0.1947  0.0000  0.0000000  0.0000E+000
   62   1.237865 3756.0  1.0737020E+06  2.6329  0.1948  0.0000  0.0000000  0.0000E+000
   63   1.223293 3755.0  1.0797787E+06  2.6184  0.1949  0.0000  0.0000000  0.0000E+000
   64   1.205339 3754.0  1.0873745E+06  2.6008  0.1950  0.0000  0.0000000  0.0000E+000
   65   1.167425 3747.0  1.1022102E+06  2.5687  0.1951  0.0000  0.0000000  0.0000E+000
   66   1.130119 3744.0  1.1207549E+06  2.5311  0.1953  0.0000  0.0000000  0.0000E+000
   67   1.087623 3741.0  1.1439356E+06  2.4876  0.1956  0.0000  0.0000000  0.0000E+000
   68   1.035927 3733.0  1.1729116E+06  2.4382  0.1958  0.0000  0.0000000  0.0000E+000
   69   0.981639 3726.0  1.2091315E+06  2.3828  0.1961  0.0000  0.0000000  0.0000E+000
   70   0.922754 3717.0  1.2544065E+06  2.3214  0.1964  0.0000  0.0000000  0.0000E+000
   71   0.861435 3707.0  1.3110002E+06  2.2545  0.1968  0.0000  0.0000000  0.0000E+000
   72   0.797565 3696.0  1.3817423E+06  2.1825  0.1972  0.0000  0.0000000  0.0000E+000
   73   0.721681 3682.0  1.4922768E+06  2.0914  0.1977  0.0000  0.0000000  0.0000E+000
   74   0.649505 3669.0  1.6304450E+06  1.9985  0.1982  0.0000  0.0000000  0.0000E+000
   75   0.582902 3654.0  1.7928158E+06  1.9091  0.1987  0.0000  0.0000000  0.0000E+000
   76   0.524941 3642.0  1.9817607E+06  1.8236  0.1991  0.0000  0.0000000  0.0000E+000
   77   0.473231 3631.0  2.2006187E+06  1.7420  0.1996  0.0000  0.0000000  0.0000E+000
   78   0.426869 3620.0  2.4536415E+06  1.6643  0.2000  0.0000  0.0000000  0.0000E+000
   79   0.386179 3612.0  2.7458811E+06  1.5901  0.2003  0.0000  0.0000000  0.0000E+000
   80   0.348224 3600.0  3.0826683E+06  1.5196  0.2007  0.0000  0.0000000  0.0000E+000
   81   0.316003 3595.0  3.4716644E+06  1.4522  0.2010  0.0000  0.0000000  0.0000E+000
   82   0.286955 3590.0  3.9188235E+06  1.3877  0.2013  0.0000  0.0000000  0.0000E+000
   83   0.261490 3588.0  4.4323661E+06  1.3261  0.2016  0.0000  0.0000000  0.0000E+000
   84   0.237788 3583.0  5.0203611E+06  1.2676  0.2018  0.0000  0.0000000  0.0000E+000
   85   0.217125 3583.0  5.6957463E+06  1.2114  0.2020  0.0000  0.0000000  0.0000E+000
   86   0.198486 3584.0  6.4685197E+06  1.1577  0.2022  0.0000  0.0000000  0.0000E+000
