mod	L/Lsol		Teff	t_star(yr)	Reff		k2conv		k2rad		Mrad		Rrad
1	3.22292E-01	3257.24	1.5844E03	1.7989E00	0.1931603	0.0000000	0.00000E00	0.000000E00
2	3.22292E-01	3257.24	3.4857E03	1.7989E00	0.1931603	0.0000000	0.00000E00	0.000000E00
3	3.22278E-01	3257.24	5.7672E03	1.7989E00	0.1931603	0.0000000	0.00000E00	0.000000E00
4	3.22255E-01	3257.24	8.5051E03	1.7989E00	0.1932482	0.0000000	0.00000E00	0.000000E00
5	3.22218E-01	3257.24	1.1790E04	1.7989E00	0.1932482	0.0000000	0.00000E00	0.000000E00
6	3.22166E-01	3257.24	1.5733E04	1.7989E00	0.1932482	0.0000000	0.00000E00	0.000000E00
7	3.22077E-01	3257.17	2.0464E04	1.7989E00	0.1932482	0.0000000	0.00000E00	0.000000E00
8	3.21944E-01	3257.17	2.6141E04	1.7974E00	0.1932482	0.0000000	0.00000E00	0.000000E00
9	3.21758E-01	3257.09	3.2954E04	1.7974E00	0.1932482	0.0000000	0.00000E00	0.000000E00
10	3.21499E-01	3256.94	4.1129E04	1.7974E00	0.1932482	0.0000000	0.00000E00	0.000000E00
11	3.21137E-01	3256.79	5.0939E04	1.7960E00	0.1932482	0.0000000	0.00000E00	0.000000E00
12	3.20656E-01	3256.64	6.2712E04	1.7946E00	0.1932482	0.0000000	0.00000E00	0.000000E00
13	3.20022E-01	3256.34	7.6838E04	1.7931E00	0.1932482	0.0000000	0.00000E00	0.000000E00
14	3.19205E-01	3256.04	9.3790E04	1.7917E00	0.1932482	0.0000000	0.00000E00	0.000000E00
15	3.18215E-01	3255.67	1.1272E05	1.7888E00	0.1933361	0.0000000	0.00000E00	0.000000E00
16	3.17161E-01	3255.22	1.3130E05	1.7859E00	0.1933361	0.0000000	0.00000E00	0.000000E00
17	3.16053E-01	3254.77	1.4951E05	1.7845E00	0.1933361	0.0000000	0.00000E00	0.000000E00
18	3.14913E-01	3254.32	1.6734E05	1.7816E00	0.1934240	0.0000000	0.00000E00	0.000000E00
19	3.13747E-01	3253.87	1.8478E05	1.7788E00	0.1934240	0.0000000	0.00000E00	0.000000E00
20	3.12572E-01	3253.34	2.0185E05	1.7759E00	0.1935120	0.0000000	0.00000E00	0.000000E00
21	3.11387E-01	3252.89	2.1853E05	1.7730E00	0.1935120	0.0000000	0.00000E00	0.000000E00
22	3.10199E-01	3252.37	2.3484E05	1.7701E00	0.1935120	0.0000000	0.00000E00	0.000000E00
23	3.09001E-01	3251.85	2.5078E05	1.7673E00	0.1936000	0.0000000	0.00000E00	0.000000E00
24	3.07815E-01	3251.40	2.6635E05	1.7644E00	0.1936000	0.0000000	0.00000E00	0.000000E00
25	3.06620E-01	3250.87	2.8157E05	1.7615E00	0.1936000	0.0000000	0.00000E00	0.000000E00
26	3.05436E-01	3250.35	2.9644E05	1.7586E00	0.1936880	0.0000000	0.00000E00	0.000000E00
27	3.04250E-01	3249.83	3.1097E05	1.7558E00	0.1936880	0.0000000	0.00000E00	0.000000E00
28	3.03075E-01	3249.38	3.2517E05	1.7529E00	0.1937760	0.0000000	0.00000E00	0.000000E00
29	3.01905E-01	3248.85	3.3904E05	1.7500E00	0.1937760	0.0000000	0.00000E00	0.000000E00
30	3.00739E-01	3248.33	3.5259E05	1.7472E00	0.1937760	0.0000000	0.00000E00	0.000000E00
31	2.99578E-01	3247.88	3.6584E05	1.7443E00	0.1938641	0.0000000	0.00000E00	0.000000E00
32	2.98421E-01	3247.36	3.7878E05	1.7414E00	0.1938641	0.0000000	0.00000E00	0.000000E00
33	2.97276E-01	3246.83	3.9143E05	1.7385E00	0.1938641	0.0000000	0.00000E00	0.000000E00
34	2.96128E-01	3246.31	4.0380E05	1.7357E00	0.1939522	0.0000000	0.00000E00	0.000000E00
35	2.94999E-01	3245.86	4.1588E05	1.7328E00	0.1939522	0.0000000	0.00000E00	0.000000E00
